"PRJ_ID","PRJ_IDPARENT","PRJ_CODE","PRJ_DESCRIPTIONDU","PRJ_DESCRIPTIONEN","PRJ_INTERNETWORK","PRJ_URL","PRJ_CONTENTDU","PRJ_USERUPDATE","PRJ_DATEUPDATE","PRJ_STARTDATE","PRJ_COMMENTS","PRJ_USERCREATION","PRJ_CONTENTFR","PRJ_DATECREATION","PRJ_ENDDATE","PRJ_DESCRIPTIONFR","PRJ_DELETE","PRJ_PRJS_ID","PRJ_RELT_ID","PRJ_CONTENTEN"
247,,"UE - EU: CYQUAL","EUROPESE UNIE - VERENIGING VAN HET CYQUAL NETWERK","EUROPEAN UNION - CLUB DES RESEAUX  CYQUAL","22","","VERVOER - OPENBAAR VERVOER - ECONOMIE & HANDEL - CONCURRENTIEVERMOGEN - EXTERNE BETREKKINGEN - STEDENBOUW EN STADSVERNIEUWING - STADSBEHEER - EUROPESE PROGRAMMA'S.
Het MIVB verder ontwikkelen door middel van de uitwisseling van ervaringen over de kwaliteitscyclus om aldus een betere dienstverlening te bekomen.","GDEROEP",16/02/06,11/11/11,"Partenaires: sociétés de transport repris en deuxième partie.
De partners van het project zijn de maatschappijen voor openbaar vervoer van de steden/regio's die in het tweede deel zijn opgenomen.
The partners are public transport companies from cities and regions included in the second part.","PGERARD","TRANSPORTS - TRANSPORT EN COMMUN - ECONOMIE & COMMERCE - COMPETITIVITE - RELATIONS EXTERIEURES - URBANISME ET RENOVATION URBAINE - GESTION URBAINE - PROGRAMMES EUROPEENS
Faire progresser la STIB au travers des échanges d'expériences sur le cycle de la qualité afin d'obtenir un meilleur service à la clientèle",08/07/04,,"UNION EUROPEENNE - CLUB DES RESEAUX  CYQUAL","N",17,18,"TRANSPORT - PUBLIC TRANSPORT - ECONOMY & TRADE - COMPETITION - EXTERNAL RELATIONS - TOWN PLANNING AND RENOVATION - URBAN MANAGEMENT - EUROPEAN PROGRAMMES.
Foster the Brussels transportation service through exchanges of experience on the quality cycle in order to improve the customer service."
248,,"UE - EU: GGM","EUROPESE UNIE - GROEPERING VAN GROTE METROPOLEN","EUROPEAN UNION - GROUPEMENT DES GRANDES METROPOLES","22","","VERVOER - OPENBAAR VERVOER - ECONOMIE & HANDEL - CONCURRENTIEVERMOGEN - ADMINISTRATIE - ADMINISTRATIEF BEHEER - LEEFMILIEU - MILIEUBESCHERMING - FINANCIEN EN BEGROTING - FINANCIEEL BEHEER - STEDENBOUW EN STADSVERNIEUWING - RUIMTELIJKE ORDENING - STEDELIJKE ONTWIKKELING - STADSBEHEER - EXTERNE BETREKKINGEN - EUROPESE PROGRAMMA'S.
Dit netwerk richt zich op het uitwerken van Europese regelgeving voor het openbaar vervoer.
Tevens worden Europese dossiers opgevolgd voornamelijk wat betreft voorstellen over de reglementering over de voorwaarden van goede verlening van diensten bij transport.","GDEROEP",16/02/06,01/01/99,"Partenaires: entreprises de transports publics des entités reprises en deuxième partie
De partners van het project zijn de maatschappijen voor openbaar vervoer van de steden/regio's die in het tweede deel zijn opgenomen.
The partners are public transport companies from cities and regions included in the second part.","PGERARD","TRANSPORTS - TRANSPORT EN COMMUN - ECONOMIE & COMMERCE - COMPETITIVITE - ADMINISTRATION - GESTION ADMINISTRATIVE - ENVIRONNEMENT - PROTECTION DE L'ENVIRONNEMENT - FINANCES ET BUDGET - GESTION FINANCIERE - URBANISME ET RENOVATION URBAINE - AMENAGEMENT DU TERRITOIRE - DEVELOPPEMENT URBAIN - GESTION URBAINE - RELATIONS EXTERIEURES - PROGRAMMES EUROPEENS
Elaboration de la règlementation européenne sur le transport public local. 
Suivi des dossiers européens, notamment la proposition de réglement en matière d'exigences de service public dans le domaine des transports.",08/07/04,,"UNION EUROPEENNE - GROUPEMENT DES GRANDES METROPOLES","N",17,18,"TRANSPORT - PUBLIC TRANSPORT - ECONOMY & TRADE - COMPETITIVENESS - ADMINISTRATION - ADMINISTRATIVE MANAGEMENT - ENVIRONMENT - ENVIRONMENTAL PROTECTION - FINANCE AND BUDGET - FINANCIAL MANAGEMENT - TOWN PLANNING AND RENOVATION - SPATIAL PLANNING - URBAN DEVELOPMENT - URBAN MANAGEMENT - EXTERNAL RELATIONS - EUROPEAN PROGRAMMES.
Work out of European regulations on local public transport
Follow-up of European issues, in particular on the regulation proposal on public service requirements related to transport."
239,238,"UE- EU: CIBERNARIUM","EUROPESE UNIE - @LIS - CIBERNARIUM","EUROPEAN UNION - @LIS - CIBERNARIUM","23","www.barcelonactiva.es/","ONDERZOEK EN ONTWIKKELING - TECHNOLOGIEEN - ONTWIKKELINGSSAMENWERKING - WERKGELEGENHEID - BEROEPSOPLEIDING - SOCIAAL BELEID - SOCIAAL BELEID (ALLERLEI) - EXTERNE BETREKKINGEN - EUROPESE PROGRAMMA'S - ECONOMIE & HANDEL - ONDERNEMINGEN - DIVERSEN - ONDERWIJS.
Cibernarium streeft de uitwisseling na van ervaringen voor het verspreiden van en het op peil brengen van kennis van informatica voor een breed publiek . Bedoeling is methodes en pedagogische hulpmiddelen uit te werken voor de vorming van uiteenlopende groepen zoals werklozen,  sociale werknemers, kleine ondernemers, handelaars, studenten, emigraten,...","GDEROEP",21/06/05,01/01/04,"Barcelone = chef de file (Voir aussi @lis) - Barcelon  staat aan het hoofd van dit netwerk (Zie ook @lis)","PGERARD","R&D - TECHNOLOGIES - COOPERATION AU DEVELOPPEMENT - EMPLOI - FORMATION PROFESSIONELLE - POLITIQUE SOCIALE - POLITIQUE SOCIALE (DIVERS) - RELATIONS EXTERIEURES - PROGRAMMES EUROPEENS - ECONOMIE & COMMERCE - ENTREPRISE - AUTRES - ENSEIGNEMENT.
Echange d'expériences en matière de vulgarisation et de mise à niveau digitales. Elaboration de méthodes et d'outils pédagogiques destinés à des publics aussi variés que les sans emploi, les travaileurs sociaux, les petits entrepreneurs, les commerçants, les étudiants , les émigrés,...",06/07/04,01/01/07,"UNION EUROPEENNE - @LIS - CIBERNARIUM","N",17,18,"R&D - TECHNOLOGIES - DEVELOPMENT AID - EMPLOYMENT - VOCATIONAL TRAINING - SOCIAL POLICIY - SOCIAL POLICY (MISC.) - EXTERNAL RELATIONS - EUROPEAN PROGRAMMES - ECONOMY & TRADE - ENTERPRISE - MISCELLANEOUS - EDUCATION."
262,,"TEST","TEST","TEST","23","","","RELEX",29/03/05,11/11/11,"","GDEROEP","",04/08/04,,"TEST","O",17,18,""
263,,"CECODHAS","COMITÉ EUROPEEN DE COORDINATION DE L'HABITAT SOCIAL (CECODHAS)","EUROPEAN LIAISON COMMITTEE FOR SOCIAL HOUSING (CECODHAS)","21","www.cecodhas.org","HUISVESTING - SOCIALE HUISVESTING - SOCIAAL BELEID - SOCIAAL BELEID (ALLERLEI)
Cecodhas wil de activiteiten van de instellingen en organisaties voor sociale huisvesting in Europa bevorderen en dit ondermeer door de uitwisseling van ervaringen tussen de leden, het oprichten van een informatiedienst voor haar leden, de promotie van goede praktijken, het onderzoek van ontwikkelingen binnen het gemeenschapsrecht en het Europees beleid, de versterking van de invloed van CECODHAS bij Europese debatten, het vereenvoudigen van de toegang tot Europese middelen voor haar leden  en ook door de strijd voor het recht op een fatsoenlijke huisvesting voor alle Europese burgers.","GDEROEP",12/04/06,01/01/88,"Les membres sont des organisations de logements sociaux des pays et entités reprises en deuxième partie.
De leden zijn organisaties voor sociale huisvesting van de regio's en landen die terug te vinden zijn in het tweede gedeelte.
The members are social housing organisations from the countries and entities listed in the second part.","PGERARD","LOGEMENT - LOGEMENT SOCIAL - POLITIQUE SOCIALE - POLITIQUE SOCIALE (DIVERS)
Promotion des activités des organismes et sociétés de logement social dans toute l'Europe, échanges d'expériences entre les membres, mise en place d'un service d'informations pour ses membres, promotion  des bonnes pratiques, observation des évolutions du droit et des politiques communautaires et renforcement de l'influence de CECODHAS dans les débats européens, faciliter l'accès aux financements européens pour ses membres, lutte pour le droit à un logement décent pour tous les citoyens européens.",09/08/04,,"COMITÉ EUROPEEN DE COORDINATION DE L'HABITAT SOCIAL (CECODHAS)","N",17,18,"HOUSING - SOCIAL HOUSING - SOCIAL POLICY - SOCIAL POLICY (MISC.)
Promotion of social housing institutions and companies throughout Europe, exchange of experiences between members, setting up of an information service for the members, promotion of good practices, following evolutions in community law and policies and increasing the influence of CECODHAS in the European debates, facilitating access to European funding for its members, defence of the right to a decent lodgement for all European citizens."
209,,"UE - EU: URBAN II","EUROPESE UNIE - URBAN II","EUROPEAN UNION - URBAN II","22","","EXTERNE BETREKKINGEN - EUROPESE PROGRAMMA'S - EUROPESE STRUCTUURFONDSEN - STEDENBOUW EN STADSVERNIEUWING -  - HEROPLEVING: een programma voor de economische en sociale heropleving van minder begoede wijken. SOCIAAL BELEID - SOCIAAL BELEID (ALLERLEI)","GDEROEP",15/02/06,01/01/00,"","PGERARD","RELATIONS EXTERIEURES - PROGRAMMES EUROPEENS - FONDS STRUCTURELS EUROPEENS -  URBANISME ET RENOVATION URBAINE - REVITALISATION:  Programme de revitalisation économique et sociale des quartiers défavorisés. - POLITIQUE SOCALE - POLITIQUE SOCIALE (DIVERS)",08/06/04,01/01/06,"UNION EUROPENNE - URBAN II","N",17,18,"EXTERNAL RELATIONS - EUROPEAN PROGRAMMES - EUROPEAN STRUCTURAL FUNDS - TOWN PLANNING AND RENOVATION - REVITALIZATION: Economic and social regeneration program of slum districts - SOCIAL POLICY - SOCIAL POLICY (MISC.)"
267,,"MOSCOU","VRIENDSCHAP EN SAMENWERKINGSAKKOORD TUSSEN MOSCKOU EN HET BRUSSELS HOOFDSTEDELIJK GEWEST","VRIENDSCHAP EN SAMENWERKINGSAKKOORD TUSSEN MOSCKOU EN HET BRUSSELS HOOFDSTEDELIJK GEWEST","24","","","PGERARD",03/09/04,25/06/96,"","PGERARD","URBANISME ET RENOVATION URBAINE - DEVELOPPEMENT REGIONAL - DEVELOPPEMENT URBAIN - AMENAGEMENT DU TERRITOIRE - ECONOMIE & COMMERCE - DEVELOPPEMENT ECONOMIQUE - R&D - nouvelles TECHNOLOGIES - TRAVAUX PUBLICS - TRAVAUX PUBLICS - TRANSPORTS - TRANSPORTS (DIVERS) - LOGEMENT - QUALITE DE L' HABITAT - ENVIRONNEMENT - PROTECTION DE L'ENVIRONNEMENT - PATRIMOINE - CONSERVATION DU PATRIMOINE - SECURITE - SECURITE (DIVERS) - TOURISME - TOURISME (DIVERS) - AUTRES - CULTURE - SPORTS - ENSEIGNEMENT",03/09/04,,"ACCORD D'AMITIE ET DE COOPERATION ENTRE MOSCOU ET LA REGION DE BRUXELLES-CAPITALE","O",17,17,""
268,,"GEIE EURODEV","GEIE EURODEVELOPPEMENT GEIE (GROUPEMENT EUROPEEN D' INTERET ECONOMIQUE DE SOCIÉTÉS RÉGIONALES ET FINANCIERES)","EEIG EURODEVELOPPEMENT (THE EUROPEAN ECONOMIC INTEREST GROUP OF REGIONAL FINANCIAL COMPANIES)","20","www.eurodev.be","ECONOMIE & HANDEL - ECONOMISCHE ONTWIKKELING - INVESTERINGEN - KMO","GDEROEP",21/02/06,09/06/93,"Groupement européen qui rassemble plus de 20 sociétés régionales d'investissement dans différents pays européens.
GEIE Eurodeveloppement is is een organisatie die meer dan 20 regionale investeringsmaatschappijen uit verschillende Europese landen groepeert.
EEIG is a European organisation grouping more than 20 regional investment companies in different European countries.","PGERARD","ECONOMIE & COMMERCE-  DEVELOPPEMENT ECONOMIQUE -  INVESTISSEMENTS - PME",27/09/04,,"GEIE EURODEVELOPPEMENT  (GROUPEMENT EUROPEEN D' INTERET ECONOMIQUE DE SOCIÉTÉS RÉGIONALES ET FINANCIERES)","N",17,18,"ECONOMY & TRADE - ECONOMICAL DEVELOPMENT - INVESTMENTS - SME"
269,268,"EURAGRO III","UE - EU: EURAGRO III","UE - EU: EURAGRO III","22","","ECONOMIE & HANDEL - ECONOMISCHE ONTWIKKELING - ONDERNEMINGEN
Een forum dat ondernemingen uit de landbouw en voedingssector groepeert. De bedoeling is onderlinge wisselwerking op te sporen.","GDEROEP",23/05/06,11/11/11,"","PGERARD","ECONOMIE & COMMERCE - DEVELOPPEMENT ECONOMIQUE - ENTREPRISE
Forum agro-alimentaire regroupant les entreprises concernées dans le secteur agro-alimentaire. Recherche de synergies entre elles.",27/09/04,,"UE - EU: EURAGRO III","N",17,18,"ECONOMY & TRADE - ECONOMICAL DEVELOPMENT - ENTERPRISE.
Agro-feeding forum grouping the companies involved in the agro-feeding sector. Search for synergies between them."
270,268,"FGE","FGE - EUROPEES GARANTIEFONDS","FGE - FONDS DE GARANTIE EUROPEENS","20","","","GDEROEP",24/04/06,11/11/11,"","PGERARD","",27/09/04,,"FGE - FONDS DE GARANTIE EUROPEENS","N",17,18,""
271,,"CALRE","CONFERENTIE VAN DE EUROPESE REGIONALE WETGEVENDE PARLEMENTEN","CONFERENCE OF EUROPEAN REGIONAL LEGISLATIVE ASSEMBLIES","21","www.calre.net","OVERHEDEN - DEMOCRATIE - REGIONAAL BELEID - EXTERNE BETREKKINGEN - EUROPESE ZAKEN","GDEROEP",23/02/06,01/01/97,"Voix aussi REGLEG      -      Zie ook REGLEG      -      See also REGLEG
Deze conferentie groepeert de voorzitters van de regionale parlementen met wetgevende bevoegdheid uit 8 EU landen. Door haar Slotverklaringen wil de CALRE de rol van de regio's met wetgevende bevoegdheid binnen de instellingen van de EU versterken.
Cette conférence regroupe les Présidents des parlements régionaux de 8 pays de l'UE à compétence législative. Par ses déclarations finales la CALRE souhaite renforcer le rôle des régions à pouvoir législatif au sein des institutions de l'UE.  Elle entend mettre l'accent sur la subsidiarité.
This conference includes the Presidents of the regional Parliaments with legislative powers from 8 EU member states. With its final declarations, CALRE wishes to reinforce the role of regions with legislative powers towards the EU institutions, thereby emphasizing the subsidiarity principle.","GDEROEP","AUTORITES - DEMOCRATIE - POLITIQUE REGIONALE - RELATIONS EXTERIEURES - AFFAIRES EUROPEENNES",18/10/04,,"CONFERENCE DES ASSEMBLEES LEGISLATIVES REGIONALES EUROPEENNES","N",17,18,"AUTHORITIES - DEMOCRACY - REGIONAL POLICY - EXTERNAL RELATIONS - EUROPEAN AFFAIRS"
169,149,"KIEV - AP- PME 2002 - 2004","KIEV : BIJZONDERE REGELING : PROJECT 3 . KLEINE EN MIDDELGROTE ONDERNEMINGEN","KIEV : BIJZONDERE REGELING : PROJECT 3. SMALL AND MEDIUM ENTERPRISES","24","","ECONOMIE & HANDEL - ECONOMISCHE ONTWIKKELING - INVESTERINGEN- KMO: De uitwisseling van ervaringen op het gebied van hulp aan en ondersteuning van Kleine en Middelgrote ondernemingen evenals het beleid dat wordt gevoerd voor het aantrekken van investeringen.","PGERARD",11/01/12,26/02/02,"","PGERARD","ECONOMIE & COMMERCE- DEVELOPPEMENT ECONOMIQUE - INVESTISSEMENT- PME: échange d'expériences en matière d'aide à l'émergence et de soutien aux petites et moyennes entreprises ainsi qu'en matière de politique visant à attirer des investissements.
(Voir aussi Kiev)",26/05/04,31/12/04,"KIEV : ARRANGEMENT PARTICULIER : PROJET 3 . PETITES ET MOYENNES ENTREPRISES","N",17,17,"ECONOMY & TRADE - ECONOMICAL DEVELOPMENT - INVESTERINGEN - SME: The exchange of experiences related to assistance at the creation of SME's and this related to investment attraction policy."
135,,"BEIJING","VRIENDSCHAP EN SAMENWERKINGSOVEREENKOMST TUSSEN DE MUNICIPALITEIT BEIJING EN HET BRUSSELS HOOFDSTEDELIJK GEWEST","ACCORD D'AMITIÉ ET DE COOPERATION ENTRE LA MUNICIPALITE DE BEIJING ET LA REGION DE BRUXELLES-CAPITALE","24","","ECONOMIE & HANDEL - ONDERZOEK EN ONTWIKKELING - TECHNOLOGIEEN - WETENSCHAPPELIJK ONDERZOEK - DIVERSEN - CULTUUR - ONDERWIJS - STEDENBOUW EN STADSVERNIEUWING - STEDENBOUW'","PGERARD",28/07/09,22/09/94,"","PGERARD","ECONOMIE & COMMERCE - R&D - TECHNOLOGIES - RECHERCHE SCIENTIFIQUE - AUTRES - CULTURE - ENSEIGNEMENT - URBANISME ET RENOVATION URBAINE - URBANISME'",14/05/04,,"ACCORD D'AMITIÉ ET DE COOPERATION ENTRE LA MUNICIPALITE DE BEIJING ET LA REGION DE BRUXELLES-CAPITALE","N",18,17,"ECONOMY & TRADE - R&D - TECHNOLOGIES - SCIENTIFIC RESEARCH - MISCELLANEOUS - CULTURE - EDUCATION - TOWN PLANNING AND RENOVATION - TOWN PLANNING'"
264,,"UE - EU: SAFIR","EUROPESE UNIE- SAFIR","EUROPEAN UNION - SAFIR","22","","","PGERARD",18/01/08,11/11/11,"","PGERARD","",10/08/04,,"UNION EUROPENNE - SAFIR","O",17,18,""
172,154,"PROT AC MONTEVIDEO","MONTEVIDEO: AANVULLEND PROTOCOL BIJ HET VRIENDSCHAPSAKKOORD TUSSEN HET BRUSSELS HOOFDSTEDELIJK GEWEST EN DE STAD MONTEVIDEO","MONTEVIDEO: PROTOCOLE ADDITIONNEL A L 'ACCORD D'AMITIE ET DE COOPERATION ENTRE LA REGION DE BRUXELLES- CAPITALE ET LA MUNICIPALITE DE MONTEVIDEO","","","ECONOMIE & HANDEL - ECONOMIE (ALLERLEI): Voedingsmiddelenindustrie - ECONOMISCHE ONTWIKKELING: De uitbouw van economische ontwikkelingsstructuren - KMO - ONDERZOEK EN ONTWIKKELING: Ontwerp en uitbating van software voor de platenindustrie - VERVOER - VERVOERBEHEER - OPENBAAR VERVOER: Biljetiek - TOERISME - TOERISTISCHE ONTWIKKELING - ZAKENREIZEN - VRIJETIJDSTOERISME: Ondersteuning van de uitbouw van vliegtuigverbindingen als middel voor de ondersteuning van zakenreizen en vrijetijdstoerimse. DIVERSEN - TELECOMMUNICATIE: De ondersteuning van het opstarten van de openbare omroep van Montevideo - SOCIAAL BELEID - SOCIAAL BELEID (ALLERLEI): Beheersing van de gevolgen van de internationalisering van de stad op de gelaagde maatschappij - STEDENBOUW EN STADSVERNIEUWING - RUIMTELIJKE ORDENING - LEEFMILIEU: Verbetering van publieke en groene ruimten - AFVAL: afvalverzameling en -verwerking.","GDEROEP",24/07/06,18/04/96,"Voir aussi Montévideo                     -                              Zie ook Montevideo                      -                        Also see Montevideo","PGERARD","ECONOMIE & COMMERCE - ECONOMIE (DIVERS) domaine agroalimentaire - DEVELOPPEMENT ECONOMIQUE Développement de structures pour développer l'économie - PME - R&D: Conception et exploitation de logiciel pour l'industrie du disque - TRANSPORTS - GESTION DU TRAFIC  - TRANSPORT EN COMMUN Billettique -TOURISME - DEVELOPPEMENT TOURISTIQUE - TOURISME D'AFFAIRES - TOURISME D'AGREMENT: Soutenir la création de lignes aériennes  pour développer le tourisme d'affaires et le tourisme d'agrément. - AUTRES - TELECOMMUNICATIONS: aide au lancement de la télévision publique de Montévideo - POLITIQUE SOCIALE - POLITIQUE SOCIALE (DIVERS) régularisation des phénomènes de dualisation liés à l'Internalisation  de la ville - URBANISME ET RENOVATION URBAINE - AMENAGEMENT DU TERRITOIRE amélioration des espaces publics et des espaces verts - ENVIRONNEMENT - DECHETS collecte et traitement",01/06/04,,"MONTEVIDEO- PROTOCOLE ADDITIONNEL A L 'ACCORD D'AMITIE ET DE COOPERATION ENTRE LA REGION DE BRUXELLES- CAPITALE ET LA MUNICIPALITE DE MONTEVIDEO","N",18,17,"ECONOMY & TRADE - ECONOMY (MISC.): Agro-feeding sector  - ECONOMICAL DEVELOPMENT:  Development of structures for economic development - SME -  R&D: , Development and implementation of an IT-system for the record industry - TRANSPORT - TRANSPORT MANAGEMENT - PUBLIC TRANSPORT:  ticketing system - TOURISM - TOURISTIC DEVELOPMENT - BUSINESS TOURISM - RECREATIONAL TOURISM: Support the creation of airlines to develop business tourism and leisure tourism, - MISCELLANEOUS - TELECOMMUNICATION:  Help to launch public television of Montevideo - SOCIAL POLICY - SOCIAL POLICY (MISC.): Regulation of the dualisation phenomena linked to the internationalisation of the city - TOWN PLANNING AND RENOVATION - SPATIAL PLANNING - ENVIRONMENT:  Improvement of public and green space - WASTE: Waste collection and management."
192,,"COE - RVE - CPLRE","RAAD VAN EUROPA - CONGRES VAN LOKALE EN REGIONALE OVERHEDEN IN EUROPA","COUNCIL OF EUROPE - CONGRESS OF LOCAL AND REGIONAL AUTHORITIES OF THE COUNCIL OF EUROPE (CLRAE)","20","http://www.coe.int/t/F/CPLRE/","OVERHEDEN - LOKAAL BELEID - REGIONAAL BELEID:  De goede en efficiënte organisatie van lokale en regionale overheden bevorderen. - DEMOCRATIE: De toestand van de lokale en regionale democratieën in de lidstaten en de kandidaat lidstaten onderzoeken. Initiatieven ontwikkelen die de burgers toelaten om daadwerkelijk deel te nemen aan de lokale en regionale democratie. Toezien op lokale en regionale verkiezingen in landen die daarom vragen. - EXTERNE BETREKKINGEN - INTERREGIONALE SAMENWERKING: Het bevorderen van de interregionale en transnationale samenwerking evenals de externe betrekkingen en dit met het oog op vrede, verdraagzaamheid en duurzame ontwikkeling voor het behoud van onze regio's in het belang van de toekomstige generaties. Daarnaast wordt ook de oprichting van Euroregio's aangemoedigd.","PGERARD",29/07/08,01/01/57,"Le Congrès des Pouvoirs locaux et régionaux d'Europe (C.P.L.R.E.) est le forum des représentants des autorités locales et régionales des pays membres du Conseil de l'Europe.
Het Congres van lokale en regionale overheden in Europa is de ontmoetingsplaats voor de vertegenwoordigers van de lokale en regionale overheden uit de lidstaten van de Raad Van Europa.
The Congress of Local and Regional Authorities (CLRA) is the forum of representatives from local and regional authorities of the member states of the Council of Europe.
Voir aussi Conseil de l'Europe      -      Zie ook Raad van Europa     -     See also the Council of Europe.","PGERARD","AUTORITES - POLITIQUE LOCALE - POLITIQUE REGIONALE: Promouvoir une organisation efficace des pouvoirs locaux et régionaux - DEMOCRATIE: Examiner la situation de la democratie locale et régionale dans les Etats membres et les pays candidats à l'adhésion. Développer des initiatives permettant aux citoyens de participer réellement à la démocratie aux niveaux local et régional. Observer les élections locales et régionales dans les pays qui en font la demande.  COOPERATION INTERREGIONALE - RELATIONS EXTERIEURES: Encourager la coopération interrégionale et les relations extérieures et transfrontalières en faveur de la paix, de la tolérance et du développement durable pour la sauvegarde de nos régions dans l'intérêt des générations futures. Encourager la création des eurorégions.",03/06/04,,"CONSEIL DE L'EUROPE - CONGRES DES POUVOIRS LOCAUX ET REGIONAUX DE L'EUROPE (CPLRE)","N",17,18,"AUTHORITIES - LOCAL POLICY - REGIONAL POLICY:  To enhance an efficient structure of local and regional authorities of the member countries of the Council of Europe.  - DEMOCRACY: analyse the situation with regard to local and regional democracy in the member states and the accession candidate countries. Develop initiatives allowing the citizens to really participate in democracy at local and regional level. Observe the local and regional elections in countries requesting it. - EXTERNAL RELATIONS - INTERREGIONAL COOPERATION: encourage interregional cooperation and external and cross-border relations in favour of peace, tolerance and sustainable development for the preservation of our regions and in the interest of the future generations. Encourage the creation of euroregions."
238,,"UE - EU: @LIS","EUROPESE UNIE - ALLIANTIE VOOR DE INFORMATIEMAATSCHAPPIJ (@LIS)","EUROPEAN UNION -  ALLIANCE FOR THE INFORMATION SOCIETY (@LIS)","22","http://europa.eu.int/comm/europeaid/projects/alis/index_fr.htm","ONDERZOEK EN ONTWIKKELING - TECHNOLOGIE - EXTERNE BETREKKINGEN - ONTWIKKELINGSSAMENWERKING - EUROPESE PROGRAMMA'S.
@LIS wil de samenwerking tussen de Europese unie en Latijns-Amerka op het gebied van de informatiemaatschappij bevorderen. Het programma wil een antwoord bieden op de noden van lokale gemeenschappen, de dialoog stimuleren op het vlak van beleid en reglementering, en het onderlinge vermogen tot samenwerking tussen de onderzoeksgemeenschappen van de partners.","GDEROEP",25/07/06,01/01/04,"La RBC y est inscripte dans le projet Cibernarium (Voir Cibernarium).
Het Brussels Hoofdstedelijk Gewest neemt deel aan het project Cibernarium (zie ook Cibernarium).
The Brussels Capital Region participates at the Cibernarium project (See also Cibernarium).","PGERARD","R&D - TECHNOLOGIE - RELATIONS EXTERIEURES - COOPERATION AU DEVELOPPEMENT - PROGRAMMES EUROPEENS.
Vise à renforcer le partenariat entre l'Union européenne et l'Amérique latine dans le domaine de la société de l'information. 
Le programme ambitionne de répondre aux besoins des communautés locales, de stimuler le dialogue en matière de politiques et de régulation et d'augmenter la capacité d'interconnexion entre communautés de chercheurs des partenaires",06/07/04,01/01/07,"UNION EUROPEENNE - ALLIANCE POUR LA SOCIÉTÉ DE L'INFORMATION (@LIS)","N",17,18,"R&D - TECHNOLOGY - EXTERNAL RELATIONS - DEVELOPMENT AID - EUROPEAN PROGRAMMES.
Aims to reinforce the partnership between the European Union and Latin America in the field of information society. The programme's ambition is to meet the needs of local communities, to stimulate dialogue concerning policies and regulations and to increase the capacity to interconnect between partner seeking communities."
246,,"UE - EU: G3RD - CT- 2002 - 00807","EUROPESE UNIE - CORRUGATION","EUROPEAN UNION - CORRUGATION","22","","VERVOER - OPENBAAR VERVOER - LEEFMILIEU - GELUID - ONDERZOEK EN ONTWIKKELING - WETENSCHAPPELIJK ONDERZOEK - TECHNOLOGIE - EXTERNE BETREKKINGEN - EUROPESE PROGRAMMA'S.
Het programma wil de trillingsslijtage op het tram- en metronetwerk verminderen.","GDEROEP",16/02/06,01/06/02,"Partenaires: écoles, sociétés de transports,... des entités reprises en seconde partie.
De partners zijn scholen, vervoersmaatschappijen, ... van de steden en regio's die terug te vinden zijn in het tweede deel.
The partners are schools, transport companies, .... of cities and regions listed in the second part.","PGERARD","TRANSPORTS - TRANSPORT EN COMMUN - ENVIRONNEMENT - BRUIT - R&D - RECHERCHE SCIENTIFIQUE - TECHNOLOGIE - RELATIONS EXTERIEURES - PROGRAMMES EUROPEENS.
Vise à diminuer l'usure ondulatoire sur les réseaux TRAM / METRO",08/07/04,01/06/06,"UNION EUROPEENNE - CORRUGATION","N",17,18,"TRANSPORT - PUBLIC TRANSPORT - ENVIRONMENT - NOISE - R&D - SCIENTIFIC RESEARCH - TECHNOLOGY - EXTERNAL RELATIONS - EUROPEAN PROGRAMMES.
Aims to reduce corrugation wear on the subway/tram lines."
261,,"UE - EU: ERRIN","EUROPEAN REGIONS RESEARCH AND INNOVATION NETWORK (ERRIN)","EUROPEAN REGIONS RESEARCH AND INNOVATION NETWORK (ERRIN)","23","www.errin-brussels.org","ONDERZOEK EN ONTWIKKELING - WETENSCHAPPELIJK ONDERZOEK - INNOVATIES - EXTERNE BETREKKINGEN - INTERREGIONALE SAMENWERKING.
ERRIN werd gecreëerd om tegemoet te komen aan de vraag van de regio's voor coördinatie, dialoog en actie op het gebied van onderzoek en ontwikkeling.
ERRIN vertegenwoordigd de regionale bureau's  door een gemeenschappelijk platform voor de partners (onderzoekers, investoren, wetgevers, administrateurs).","GDEROEP",17/01/12,01/04/04,"","PGERARD","R&D -  RECHERCHE SCIENTIFIQUE - INNOVATIONS - RELATIONS EXTERIEURES - COOPERATION INTERREGIONALE 
ERRIN a été créé afin de pallier le manque de coordination, de  dialogue et d'actions entre les régions concernant la R&D.
ERRIN représente les bureaux régionaux en leur permettant d'être reliés à un niveau européen par une plate-forme commune pour les partenaires (chercheurs, investisseurs, législateurs, administrateurs).",14/07/04,,"EUROPEAN REGIONS RESEARCH AND INNOVATION NETWORK (ERRIN)","N",17,18,"R&D - SCIENTIFIC RESEARCH - INNOVATIONS - EXTERNAL RELATIONS - INTERREGIONAL COOPERATION.
ERRIN was created to compensate for the lack of coordination, dialogue and actions between regions concerning R&D. 
ERRIN represents the regional offices, allowing them to be linked at a European level by a common platform for the partners (researchers, investors, legislators, administrators)."
